global_sales_in_millions,na_sales_in_millions,pal_sales_in_millions,japan_sales_in_millions,other_sales_in_millions,total_shipped_in_millions,game_id
0.0,0.0,0.0,0.0,0.0,0.0,2973
0.0,0.0,0.0,0.0,0.0,0.0,2974
0.0,0.0,0.0,0.0,0.0,0.0,2975
0.0,0.0,0.0,0.0,0.0,0.0,2976
0.0,0.0,0.0,0.0,0.0,0.0,2977
0.0,0.0,0.0,0.0,0.0,0.0,2978
0.0,0.0,0.0,0.0,0.0,0.0,2979
0.0,0.0,0.0,0.0,0.0,0.0,2980
0.0,0.0,0.0,0.0,0.0,0.0,2981
0.0,0.0,0.0,0.0,0.0,0.0,2982
0.0,0.0,0.0,0.0,0.0,0.0,2983
0.0,0.0,0.0,0.0,0.0,0.0,2984
0.0,0.0,0.0,0.0,0.0,0.0,2985
0.0,0.0,0.0,0.0,0.0,0.0,2986
0.0,0.0,0.0,0.0,0.0,0.0,2987
0.0,0.0,0.0,0.0,0.0,0.0,2988
0.0,0.0,0.0,0.0,0.0,0.0,2989
0.0,0.0,0.0,0.0,0.0,0.0,2990
0.0,0.0,0.0,0.0,0.0,0.0,2991
0.0,0.0,0.0,0.0,0.0,0.0,2992
0.0,0.0,0.0,0.0,0.0,0.0,2993
0.0,0.0,0.0,0.0,0.0,0.0,2994
0.0,0.0,0.0,0.0,0.0,0.0,2995
0.0,0.0,0.0,0.0,0.0,0.0,2996
0.0,0.0,0.0,0.0,0.0,0.0,2997
0.0,0.0,0.0,0.0,0.0,0.0,2998
0.0,0.0,0.0,0.0,0.0,0.0,2999
0.0,0.0,0.0,0.0,0.0,0.0,3000
0.0,0.0,0.0,0.0,0.0,0.0,3001
0.0,0.0,0.0,0.0,0.0,0.0,3002
0.0,0.0,0.0,0.0,0.0,0.0,3003
0.0,0.0,0.0,0.0,0.0,0.0,3004
0.0,0.0,0.0,0.0,0.0,0.0,3005
0.0,0.0,0.0,0.0,0.0,0.0,3006
0.0,0.0,0.0,0.0,0.0,0.0,3007
0.0,0.0,0.0,0.0,0.0,0.0,3008
0.0,0.0,0.0,0.0,0.0,0.0,3009
0.0,0.0,0.0,0.0,0.0,0.0,3010
0.0,0.0,0.0,0.0,0.0,0.0,3011
0.0,0.0,0.0,0.0,0.0,0.0,3012
0.0,0.0,0.0,0.0,0.0,0.0,3013
0.0,0.0,0.0,0.0,0.0,0.0,3014
0.0,0.0,0.0,0.0,0.0,0.0,3015
0.0,0.0,0.0,0.0,0.0,0.0,3016
0.0,0.0,0.0,0.0,0.0,0.0,3017
0.0,0.0,0.0,0.0,0.0,0.0,3018
0.0,0.0,0.0,0.0,0.0,0.0,3019
0.0,0.0,0.0,0.0,0.0,0.0,3020
0.0,0.0,0.0,0.0,0.0,0.0,3021
0.0,0.0,0.0,0.0,0.0,0.0,3022
0.0,0.0,0.0,0.0,0.0,0.0,3023
0.0,0.0,0.0,0.0,0.0,0.0,3024
0.0,0.0,0.0,0.0,0.0,0.0,3025
0.0,0.0,0.0,0.0,0.0,0.0,3026
0.0,0.0,0.0,0.0,0.0,0.0,3027
0.0,0.0,0.0,0.0,0.0,0.0,3028
0.0,0.0,0.0,0.0,0.0,0.0,3029
0.0,0.0,0.0,0.0,0.0,0.0,3030
0.0,0.0,0.0,0.0,0.0,0.0,3031
0.0,0.0,0.0,0.0,0.0,0.0,3032
0.0,0.0,0.0,0.0,0.0,0.0,3033
0.0,0.0,0.0,0.0,0.0,0.0,3034
0.0,0.0,0.0,0.0,0.0,0.0,3035
0.0,0.0,0.0,0.0,0.0,0.0,3036
0.0,0.0,0.0,0.0,0.0,0.0,3037
0.0,0.0,0.0,0.0,0.0,0.0,3038
0.0,0.0,0.0,0.0,0.0,0.0,3039
0.0,0.0,0.0,0.0,0.0,0.0,3040
0.0,0.0,0.0,0.0,0.0,0.0,3041
0.0,0.0,0.0,0.0,0.0,0.0,3042
0.0,0.0,0.0,0.0,0.0,0.0,3043
0.0,0.0,0.0,0.0,0.0,0.0,3044
0.0,0.0,0.0,0.0,0.0,0.0,3045
0.0,0.0,0.0,0.0,0.0,0.0,3046
0.0,0.0,0.0,0.0,0.0,0.0,3047
0.0,0.0,0.0,0.0,0.0,0.0,3048
0.0,0.0,0.0,0.0,0.0,0.0,3049
0.0,0.0,0.0,0.0,0.0,0.0,3050
0.0,0.0,0.0,0.0,0.0,0.0,3051
0.0,0.0,0.0,0.0,0.0,0.0,3052
0.0,0.0,0.0,0.0,0.0,0.0,3053
0.0,0.0,0.0,0.0,0.0,0.0,3054
0.0,0.0,0.0,0.0,0.0,0.0,3055
0.0,0.0,0.0,0.0,0.0,0.0,3056
0.0,0.0,0.0,0.0,0.0,0.0,3057
0.0,0.0,0.0,0.0,0.0,0.0,3058
0.0,0.0,0.0,0.0,0.0,0.0,3059
0.0,0.0,0.0,0.0,0.0,0.0,3060
0.0,0.0,0.0,0.0,0.0,0.0,3061
0.0,0.0,0.0,0.0,0.0,0.0,3062
0.0,0.0,0.0,0.0,0.0,0.0,3063
0.0,0.0,0.0,0.0,0.0,0.0,3064
0.0,0.0,0.0,0.0,0.0,0.0,3065
0.0,0.0,0.0,0.0,0.0,0.0,3066
0.0,0.0,0.0,0.0,0.0,0.0,3067
0.0,0.0,0.0,0.0,0.0,0.0,3068
0.0,0.0,0.0,0.0,0.0,0.0,3069
0.0,0.0,0.0,0.0,0.0,0.0,3070
0.0,0.0,0.0,0.0,0.0,0.0,3071
0.0,0.0,0.0,0.0,0.0,0.0,3072
0.0,0.0,0.0,0.0,0.0,0.0,3073
0.0,0.0,0.0,0.0,0.0,0.0,3074
0.0,0.0,0.0,0.0,0.0,0.0,3075
0.0,0.0,0.0,0.0,0.0,0.0,3076
0.0,0.0,0.0,0.0,0.0,0.0,3077
0.0,0.0,0.0,0.0,0.0,0.0,3078
0.0,0.0,0.0,0.0,0.0,0.0,3079
0.0,0.0,0.0,0.0,0.0,0.0,3080
0.0,0.0,0.0,0.0,0.0,0.0,3081
0.0,0.0,0.0,0.0,0.0,0.0,3082
0.0,0.0,0.0,0.0,0.0,0.0,3083
0.0,0.0,0.0,0.0,0.0,0.0,3084
0.0,0.0,0.0,0.0,0.0,0.0,3085
0.0,0.0,0.0,0.0,0.0,0.0,3086
0.0,0.0,0.0,0.0,0.0,0.0,3087
0.0,0.0,0.0,0.0,0.0,0.0,3088
0.0,0.0,0.0,0.0,0.0,0.0,3089
0.0,0.0,0.0,0.0,0.0,330.0,3090
0.0,0.0,0.0,0.0,0.0,200.0,3091
0.0,0.0,0.0,0.0,0.0,140.0,3092
0.0,0.0,0.0,0.0,0.0,135.0,3093
0.0,0.0,0.0,0.0,0.0,109.94,3094
0.0,0.0,0.0,0.0,0.0,105.0,3095
0.0,0.0,0.0,0.0,0.0,104.33,3096
0.0,0.0,0.0,0.0,0.0,75.0,3097
0.0,0.0,0.0,0.0,0.0,55.0,3098
0.0,0.0,0.0,0.0,0.0,51.0,3099
0.0,0.0,0.0,0.0,0.0,50.0,3100
0.0,0.0,0.0,0.0,0.0,42.7,3101
0.0,0.0,0.0,0.0,0.0,34.0,3102
0.0,0.0,0.0,0.0,0.0,31.0,3103
0.0,0.0,0.0,0.0,0.0,30.3,3104
0.0,0.0,0.0,0.0,0.0,30.0,3105
0.0,0.0,0.0,0.0,0.0,27.5,3106
0.0,0.0,0.0,0.0,0.0,25.0,3107
0.0,0.0,0.0,0.0,0.0,24.81,3108
0.0,0.0,0.0,0.0,0.0,21.63,3109
0.0,0.0,0.0,0.0,0.0,20.0,3110
0.0,0.0,0.0,0.0,0.0,20.0,3111
0.0,0.0,0.0,0.0,0.0,20.0,3112
0.0,0.0,0.0,0.0,0.0,20.0,3113
0.0,0.0,0.0,0.0,0.0,20.0,3114
0.0,0.0,0.0,0.0,0.0,19.74,3115
0.0,0.0,0.0,0.0,0.0,19.1,3116
0.0,0.0,0.0,0.0,0.0,17.49,3117
0.0,0.0,0.0,0.0,0.0,17.44,3118
0.0,0.0,0.0,0.0,0.0,16.59,3119
0.0,0.0,0.0,0.0,0.0,14.0,3120
13.94,5.26,6.21,0.21,2.26,0.0,3121
0.0,0.0,0.0,0.0,0.0,12.0,3122
0.0,0.0,0.0,0.0,0.0,12.0,3123
0.0,0.0,0.0,0.0,0.0,11.78,3124
0.0,0.0,0.0,0.0,0.0,10.0,3125
0.0,0.0,0.0,0.0,0.0,10.0,3126
0.0,0.0,0.0,0.0,0.0,9.02,3127
0.0,0.0,0.0,0.0,0.0,9.0,3128
0.0,0.0,0.0,0.0,0.0,8.4,3129
0.0,0.0,0.0,0.0,0.0,8.15,3130
0.0,0.0,0.0,0.0,0.0,7.83,3131
0.0,0.0,0.0,0.0,0.0,7.26,3132
0.0,0.0,0.0,0.0,0.0,7.0,3133
0.0,0.0,0.0,0.0,0.0,7.0,3134
6.5,2.65,2.61,0.16,1.08,0.0,3135
5.77,3.76,1.47,0.0,0.54,0.0,3136
0.0,0.0,0.0,0.0,0.0,5.55,3137
5.31,3.13,1.71,0.03,0.45,0.0,3138
0.0,0.0,0.0,0.0,0.0,5.3,3139
0.0,0.0,0.0,0.0,0.0,5.0,3140
0.0,0.0,0.0,0.0,0.0,5.0,3141
0.0,0.0,0.0,0.0,0.0,4.95,3142
0.0,0.0,0.0,0.0,0.0,4.5,3143
0.0,0.0,0.0,0.0,0.0,4.5,3144
0.0,0.0,0.0,0.0,0.0,4.4,3145
0.0,0.0,0.0,0.0,0.0,4.38,3146
4.32,1.4,2.13,0.11,0.68,0.0,3147
0.0,0.0,0.0,0.0,0.0,4.0,3148
3.94,1.34,1.86,0.13,0.62,0.0,3149
0.0,0.0,0.0,0.0,0.0,3.5,3150
0.0,0.0,0.0,0.0,0.0,3.5,3151
0.0,0.0,0.0,0.0,0.0,3.35,3152
3.34,1.9,1.14,0.01,0.3,0.0,3153
0.0,0.0,0.0,0.0,0.0,3.28,3154
0.0,0.0,0.0,0.0,0.0,3.2,3155
3.19,1.07,1.55,0.06,0.51,0.0,3156
3.18,1.18,1.4,0.09,0.51,0.0,3157
0.0,0.0,0.0,0.0,0.0,3.0,3158
2.87,0.72,1.67,0.04,0.44,0.0,3159
0.0,0.0,0.0,0.0,0.0,2.82,3160
0.0,0.0,0.0,0.0,0.0,2.81,3161
0.0,0.0,0.0,0.0,0.0,2.8,3162
2.73,0.63,1.61,0.07,0.41,0.0,3163
2.41,1.73,0.43,0.02,0.23,0.0,3164
2.4,1.08,0.88,0.04,0.4,0.0,3165
0.0,0.0,0.0,0.0,0.0,2.36,3166
0.0,0.0,0.0,0.0,0.0,2.33,3167
0.0,0.0,0.0,0.0,0.0,2.28,3168
2.26,0.89,0.97,0.04,0.37,0.0,3169
0.0,0.0,0.0,0.0,0.0,2.0,3170
1.98,0.53,1.07,0.09,0.3,0.0,3171
1.9,1.15,0.58,0.0,0.17,0.0,3172
0.0,0.0,0.0,0.0,0.0,1.85,3173
1.83,0.56,0.89,0.1,0.28,0.0,3174
1.74,0.59,0.82,0.06,0.27,0.0,3175
0.0,0.0,0.0,0.0,0.0,1.69,3176
1.69,0.9,0.64,0.0,0.15,0.0,3177
0.0,0.0,0.0,0.0,0.0,1.65,3178
1.64,0.91,0.59,0.0,0.15,0.0,3179
1.51,0.47,0.74,0.06,0.23,0.0,3180
0.0,0.0,0.0,0.0,0.0,1.5,3181
0.0,0.0,0.0,0.0,0.0,1.49,3182
1.42,0.9,0.4,0.0,0.12,0.0,3183
0.0,0.0,0.0,0.0,0.0,1.4,3184
1.39,0.91,0.35,0.0,0.13,0.0,3185
1.32,0.69,0.51,0.0,0.11,0.0,3186
1.31,0.3,0.78,0.02,0.2,0.0,3187
1.29,0.4,0.58,0.13,0.19,0.0,3188
1.29,0.73,0.44,0.01,0.11,0.0,3189
1.23,0.5,0.54,0.0,0.19,0.0,3190
1.2,0.36,0.5,0.17,0.17,0.0,3191
1.2,0.44,0.52,0.05,0.19,0.0,3192
0.0,0.0,0.0,0.0,0.0,1.14,3193
0.0,0.0,0.0,0.0,0.0,1.13,3194
1.11,0.67,0.34,0.0,0.1,0.0,3195
1.11,0.54,0.48,0.0,0.09,0.0,3196
1.04,0.31,0.5,0.05,0.17,0.0,3197
1.04,0.52,0.34,0.0,0.18,0.0,3198
1.01,0.52,0.41,0.0,0.09,0.0,3199
1.0,0.51,0.41,0.0,0.09,0.0,3200
0.0,0.0,0.0,0.0,0.0,1.0,3201
0.0,0.0,0.0,0.0,0.0,1.0,3202
0.0,0.0,0.0,0.0,0.0,1.0,3203
0.0,0.0,0.0,0.0,0.0,1.0,3204
1.0,0.57,0.33,0.01,0.09,0.0,3205
0.98,0.34,0.44,0.06,0.15,0.0,3206
0.98,0.33,0.47,0.03,0.16,0.0,3207
0.96,0.6,0.27,0.0,0.09,0.0,3208
0.0,0.0,0.0,0.0,0.0,0.89,3209
0.89,0.28,0.54,0.0,0.07,0.0,3210
0.87,0.38,0.4,0.01,0.08,0.0,3211
0.87,0.35,0.37,0.08,0.06,0.0,3212
0.0,0.0,0.0,0.0,0.0,0.87,3213
0.86,0.42,0.37,0.0,0.07,0.0,3214
0.0,0.0,0.0,0.0,0.0,0.86,3215
0.85,0.35,0.37,0.01,0.13,0.0,3216
0.8,0.31,0.36,0.0,0.12,0.0,3217
0.0,0.0,0.0,0.0,0.0,0.8,3218
0.79,0.45,0.27,0.0,0.07,0.0,3219
0.78,0.46,0.25,0.0,0.07,0.0,3220
0.76,0.26,0.19,0.27,0.04,0.0,3221
0.75,0.37,0.25,0.0,0.13,0.0,3222
0.75,0.42,0.26,0.0,0.07,0.0,3223
0.74,0.43,0.24,0.0,0.07,0.0,3224
0.72,0.28,0.33,0.05,0.05,0.0,3225
0.71,0.49,0.2,0.0,0.02,0.0,3226
0.71,0.26,0.32,0.01,0.11,0.0,3227
0.71,0.39,0.25,0.0,0.06,0.0,3228
0.7,0.41,0.22,0.0,0.06,0.0,3229
0.0,0.0,0.0,0.0,0.0,0.7,3230
0.67,0.37,0.24,0.0,0.06,0.0,3231
0.66,0.33,0.24,0.03,0.05,0.0,3232
0.66,0.38,0.22,0.0,0.06,0.0,3233
0.65,0.42,0.17,0.0,0.06,0.0,3234
0.63,0.24,0.34,0.0,0.05,0.0,3235
0.62,0.14,0.39,0.0,0.1,0.0,3236
0.6,0.21,0.2,0.09,0.1,0.0,3237
0.59,0.13,0.13,0.28,0.05,0.0,3238
0.59,0.32,0.22,0.0,0.05,0.0,3239
0.57,0.35,0.17,0.0,0.05,0.0,3240
0.56,0.2,0.26,0.02,0.09,0.0,3241
0.56,0.3,0.15,0.07,0.05,0.0,3242
0.0,0.0,0.0,0.0,0.0,0.56,3243
0.56,0.18,0.26,0.03,0.09,0.0,3244
0.55,0.35,0.15,0.0,0.05,0.0,3245
0.55,0.35,0.15,0.0,0.05,0.0,3246
0.0,0.0,0.0,0.0,0.0,0.51,3247
0.51,0.19,0.22,0.02,0.08,0.0,3248
0.5,0.24,0.22,0.0,0.04,0.0,3249
0.49,0.19,0.27,0.0,0.04,0.0,3250
0.48,0.16,0.21,0.0,0.11,0.0,3251
0.47,0.12,0.28,0.0,0.07,0.0,3252
0.46,0.27,0.14,0.0,0.04,0.0,3253
0.46,0.22,0.17,0.0,0.08,0.0,3254
0.46,0.2,0.22,0.0,0.04,0.0,3255
0.45,0.29,0.09,0.0,0.08,0.0,3256
0.45,0.09,0.21,0.09,0.06,0.0,3257
0.44,0.28,0.12,0.0,0.04,0.0,3258
0.43,0.2,0.16,0.0,0.07,0.0,3259
0.0,0.0,0.0,0.0,0.0,0.42,3260
0.41,0.21,0.17,0.0,0.03,0.0,3261
0.41,0.18,0.19,0.0,0.03,0.0,3262
0.4,0.31,0.05,0.0,0.04,0.0,3263
0.0,0.0,0.0,0.0,0.0,0.4,3264
0.0,0.0,0.0,0.0,0.0,0.4,3265
0.0,0.0,0.0,0.0,0.0,0.39,3266
0.39,0.05,0.05,0.28,0.01,0.0,3267
0.39,0.15,0.12,0.1,0.02,0.0,3268
0.37,0.16,0.13,0.0,0.08,0.0,3269
0.37,0.07,0.18,0.07,0.05,0.0,3270
0.36,0.19,0.14,0.0,0.03,0.0,3271
0.35,0.22,0.11,0.0,0.03,0.0,3272
0.35,0.13,0.05,0.13,0.04,0.0,3273
0.35,0.07,0.22,0.0,0.05,0.0,3274
0.34,0.2,0.11,0.0,0.03,0.0,3275
0.0,0.0,0.0,0.0,0.0,0.34,3276
0.33,0.09,0.17,0.02,0.05,0.0,3277
0.32,0.19,0.1,0.0,0.03,0.0,3278
0.31,0.19,0.09,0.0,0.03,0.0,3279
0.31,0.04,0.2,0.0,0.07,0.0,3280
0.31,0.05,0.19,0.05,0.02,0.0,3281
0.3,0.14,0.11,0.0,0.05,0.0,3282
0.0,0.0,0.0,0.0,0.0,0.3,3283
0.0,0.0,0.0,0.0,0.0,0.3,3284
0.3,0.2,0.07,0.0,0.03,0.0,3285
0.29,0.12,0.13,0.02,0.02,0.0,3286
0.29,0.17,0.1,0.0,0.03,0.0,3287
0.29,0.09,0.1,0.06,0.04,0.0,3288
0.29,0.17,0.09,0.0,0.03,0.0,3289
0.28,0.04,0.22,0.0,0.02,0.0,3290
0.28,0.05,0.19,0.02,0.02,0.0,3291
0.28,0.0,0.17,0.09,0.01,0.0,3292
0.27,0.13,0.13,0.0,0.02,0.0,3293
0.27,0.13,0.13,0.0,0.02,0.0,3294
0.27,0.12,0.11,0.0,0.05,0.0,3295
0.27,0.16,0.09,0.0,0.02,0.0,3296
0.27,0.14,0.09,0.0,0.05,0.0,3297
0.27,0.09,0.1,0.05,0.04,0.0,3298
0.27,0.06,0.14,0.02,0.04,0.0,3299
0.26,0.16,0.06,0.01,0.02,0.0,3300
0.25,0.12,0.12,0.0,0.02,0.0,3301
0.25,0.1,0.13,0.0,0.02,0.0,3302
0.25,0.15,0.02,0.06,0.02,0.0,3303
0.25,0.1,0.11,0.0,0.04,0.0,3304
0.0,0.0,0.0,0.0,0.0,0.25,3305
0.0,0.0,0.0,0.0,0.0,0.25,3306
0.0,0.0,0.0,0.0,0.0,0.25,3307
0.25,0.14,0.09,0.0,0.02,0.0,3308
0.0,0.0,0.0,0.0,0.0,0.25,3309
0.25,0.07,0.16,0.0,0.02,0.0,3310
0.24,0.08,0.14,0.0,0.02,0.0,3311
0.24,0.1,0.1,0.0,0.04,0.0,3312
0.23,0.07,0.15,0.0,0.02,0.0,3313
0.23,0.09,0.11,0.0,0.02,0.0,3314
0.23,0.17,0.04,0.0,0.02,0.0,3315
0.22,0.12,0.08,0.0,0.02,0.0,3316
0.22,0.14,0.06,0.0,0.02,0.0,3317
0.22,0.0,0.0,0.22,0.0,0.0,3318
0.21,0.12,0.08,0.0,0.02,0.0,3319
0.21,0.06,0.14,0.0,0.02,0.0,3320
0.21,0.05,0.05,0.09,0.02,0.0,3321
0.21,0.16,0.03,0.0,0.02,0.0,3322
0.21,0.14,0.05,0.0,0.02,0.0,3323
0.2,0.03,0.13,0.02,0.03,0.0,3324
0.2,0.16,0.0,0.03,0.02,0.0,3325
0.2,0.15,0.03,0.0,0.02,0.0,3326
0.0,0.0,0.0,0.0,0.0,0.2,3327
0.2,0.1,0.09,0.0,0.02,0.0,3328
0.2,0.11,0.07,0.0,0.02,0.0,3329
0.19,0.04,0.14,0.0,0.01,0.0,3330
0.18,0.02,0.1,0.02,0.03,0.0,3331
0.18,0.06,0.1,0.0,0.01,0.0,3332
0.0,0.0,0.0,0.0,0.0,0.17,3333
0.17,0.08,0.07,0.0,0.01,0.0,3334
0.16,0.08,0.05,0.0,0.03,0.0,3335
0.16,0.03,0.12,0.0,0.01,0.0,3336
0.16,0.1,0.04,0.0,0.01,0.0,3337
0.16,0.01,0.11,0.0,0.04,0.0,3338
0.16,0.08,0.02,0.04,0.01,0.0,3339
0.16,0.07,0.07,0.0,0.01,0.0,3340
0.16,0.04,0.08,0.03,0.01,0.0,3341
0.16,0.02,0.1,0.0,0.03,0.0,3342
0.16,0.1,0.04,0.0,0.01,0.0,3343
0.16,0.1,0.05,0.0,0.01,0.0,3344
0.16,0.02,0.06,0.05,0.02,0.0,3345
0.0,0.0,0.0,0.0,0.0,0.16,3346
0.15,0.0,0.13,0.01,0.02,0.0,3347
0.15,0.04,0.04,0.04,0.03,0.0,3348
0.0,0.0,0.0,0.0,0.0,0.15,3349
0.14,0.0,0.0,0.14,0.0,0.0,3350
0.14,0.05,0.05,0.02,0.02,0.0,3351
0.14,0.08,0.04,0.0,0.02,0.0,3352
0.14,0.1,0.02,0.01,0.01,0.0,3353
0.14,0.06,0.05,0.01,0.01,0.0,3354
0.0,0.0,0.0,0.0,0.0,0.13,3355
0.13,0.07,0.05,0.0,0.01,0.0,3356
0.13,0.04,0.07,0.0,0.01,0.0,3357
0.0,0.0,0.0,0.0,0.0,0.12,3358
0.0,0.0,0.0,0.0,0.0,0.12,3359
0.0,0.0,0.0,0.0,0.0,0.12,3360
0.0,0.0,0.0,0.0,0.0,0.12,3361
0.12,0.04,0.07,0.0,0.01,0.0,3362
0.0,0.0,0.0,0.0,0.0,0.12,3363
0.11,0.07,0.02,0.0,0.02,0.0,3364
0.0,0.0,0.0,0.0,0.0,0.11,3365
0.0,0.0,0.0,0.0,0.0,0.11,3366
0.0,0.0,0.0,0.0,0.0,0.11,3367
0.11,0.0,0.0,0.1,0.0,0.0,3368
0.1,0.03,0.06,0.0,0.02,0.0,3369
0.1,0.0,0.01,0.09,0.0,0.0,3370
0.1,0.08,0.0,0.0,0.02,0.0,3371
0.1,0.09,0.0,0.0,0.01,0.0,3372
0.0,0.0,0.0,0.0,0.0,0.1,3373
0.1,0.06,0.03,0.0,0.01,0.0,3374
0.1,0.09,0.0,0.0,0.01,0.0,3375
0.1,0.07,0.0,0.01,0.02,0.0,3376
0.1,0.07,0.02,0.0,0.01,0.0,3377
0.09,0.07,0.01,0.0,0.01,0.0,3378
0.09,0.02,0.06,0.0,0.01,0.0,3379
0.09,0.0,0.07,0.0,0.02,0.0,3380
0.09,0.05,0.04,0.0,0.01,0.0,3381
0.08,0.03,0.05,0.0,0.01,0.0,3382
0.08,0.05,0.03,0.0,0.01,0.0,3383
0.08,0.0,0.0,0.08,0.0,0.0,3384
0.08,0.03,0.04,0.0,0.01,0.0,3385
0.08,0.0,0.06,0.0,0.02,0.0,3386
0.08,0.07,0.0,0.0,0.01,0.0,3387
0.07,0.05,0.01,0.0,0.01,0.0,3388
0.07,0.05,0.01,0.0,0.01,0.0,3389
0.07,0.0,0.0,0.07,0.0,0.0,3390
0.07,0.0,0.04,0.03,0.0,0.0,3391
0.07,0.0,0.06,0.0,0.0,0.0,3392
0.06,0.03,0.03,0.0,0.01,0.0,3393
0.06,0.0,0.06,0.0,0.0,0.0,3394
0.06,0.05,0.01,0.0,0.01,0.0,3395
0.06,0.0,0.06,0.0,0.0,0.0,3396
0.06,0.0,0.06,0.0,0.0,0.0,3397
0.06,0.03,0.03,0.0,0.0,0.0,3398
0.06,0.0,0.05,0.0,0.0,0.0,3399
0.05,0.0,0.0,0.05,0.0,0.0,3400
0.05,0.04,0.0,0.0,0.01,0.0,3401
0.05,0.0,0.0,0.05,0.0,0.0,3402
0.05,0.03,0.01,0.0,0.01,0.0,3403
0.05,0.0,0.0,0.05,0.0,0.0,3404
0.05,0.04,0.0,0.0,0.01,0.0,3405
0.05,0.02,0.02,0.0,0.01,0.0,3406
0.05,0.04,0.0,0.01,0.0,0.0,3407
0.05,0.04,0.0,0.0,0.01,0.0,3408
0.04,0.0,0.0,0.04,0.0,0.0,3409
0.04,0.04,0.0,0.0,0.0,0.0,3410
0.04,0.03,0.0,0.0,0.01,0.0,3411
0.04,0.04,0.0,0.0,0.0,0.0,3412
0.04,0.02,0.02,0.0,0.0,0.0,3413
0.04,0.0,0.0,0.04,0.0,0.0,3414
0.04,0.0,0.03,0.0,0.01,0.0,3415
0.04,0.0,0.03,0.0,0.01,0.0,3416
0.04,0.03,0.0,0.0,0.01,0.0,3417
0.04,0.0,0.0,0.04,0.0,0.0,3418
0.04,0.0,0.03,0.0,0.0,0.0,3419
0.04,0.03,0.0,0.0,0.0,0.0,3420
0.04,0.0,0.03,0.0,0.01,0.0,3421
0.03,0.01,0.02,0.0,0.0,0.0,3422
0.03,0.03,0.0,0.0,0.0,0.0,3423
0.03,0.01,0.01,0.0,0.0,0.0,3424
0.03,0.02,0.0,0.0,0.01,0.0,3425
0.03,0.02,0.0,0.0,0.01,0.0,3426
0.03,0.0,0.0,0.03,0.0,0.0,3427
0.03,0.0,0.03,0.0,0.0,0.0,3428
0.03,0.0,0.02,0.0,0.0,0.0,3429
0.03,0.0,0.0,0.03,0.0,0.0,3430
0.03,0.02,0.0,0.0,0.0,0.0,3431
0.03,0.0,0.0,0.03,0.0,0.0,3432
0.03,0.02,0.0,0.0,0.0,0.0,3433
0.03,0.01,0.01,0.0,0.0,0.0,3434
0.03,0.02,0.0,0.0,0.0,0.0,3435
0.03,0.02,0.0,0.0,0.0,0.0,3436
0.02,0.0,0.01,0.01,0.0,0.0,3437
0.02,0.0,0.0,0.02,0.0,0.0,3438
0.02,0.02,0.0,0.0,0.0,0.0,3439
0.02,0.02,0.0,0.0,0.0,0.0,3440
0.02,0.0,0.0,0.02,0.0,0.0,3441
0.02,0.0,0.02,0.0,0.0,0.0,3442
0.02,0.0,0.02,0.0,0.0,0.0,3443
0.02,0.0,0.0,0.02,0.0,0.0,3444
0.02,0.01,0.0,0.0,0.0,0.0,3445
0.02,0.01,0.0,0.0,0.0,0.0,3446
0.02,0.0,0.01,0.0,0.0,0.0,3447
0.01,0.01,0.0,0.0,0.0,0.0,3448
0.01,0.0,0.01,0.0,0.0,0.0,3449
0.01,0.0,0.01,0.0,0.0,0.0,3450
0.01,0.0,0.01,0.0,0.0,0.0,3451
0.01,0.0,0.0,0.01,0.0,0.0,3452
0.01,0.01,0.0,0.0,0.0,0.0,3453
0.01,0.01,0.0,0.0,0.0,0.0,3454
0.01,0.0,0.0,0.01,0.0,0.0,3455
0.01,0.0,0.01,0.0,0.0,0.0,3456
0.01,0.0,0.01,0.0,0.0,0.0,3457
0.01,0.0,0.01,0.0,0.0,0.0,3458
0.01,0.0,0.01,0.0,0.0,0.0,3459
0.01,0.0,0.0,0.0,0.0,0.0,3460
0.0,0.0,0.0,0.0,0.0,0.0,3461
0.0,0.0,0.0,0.0,0.0,0.0,3462
0.0,0.0,0.0,0.0,0.0,0.0,3463
0.0,0.0,0.0,0.0,0.0,0.0,3464
0.0,0.0,0.0,0.0,0.0,0.0,3465
0.0,0.0,0.0,0.0,0.0,0.0,3466
0.0,0.0,0.0,0.0,0.0,0.0,3467
0.0,0.0,0.0,0.0,0.0,17.0,3468
0.0,0.0,0.0,0.0,0.0,12.5,3469
0.0,0.0,0.0,0.0,0.0,7.9,3470
0.0,0.0,0.0,0.0,0.0,7.6,3471
0.0,0.0,0.0,0.0,0.0,7.26,3472
0.0,0.0,0.0,0.0,0.0,6.51,3473
0.0,0.0,0.0,0.0,0.0,6.33,3474
0.0,0.0,0.0,0.0,0.0,6.3,3475
0.0,0.0,0.0,0.0,0.0,6.22,3476
5.24,2.3,2.46,0.2,0.28,0.0,3477
0.0,0.0,0.0,0.0,0.0,5.23,3478
0.0,0.0,0.0,0.0,0.0,4.76,3479
0.0,0.0,0.0,0.0,0.0,4.61,3480
0.0,0.0,0.0,0.0,0.0,4.5,3481
0.0,0.0,0.0,0.0,0.0,4.49,3482
0.0,0.0,0.0,0.0,0.0,4.43,3483
0.0,0.0,0.0,0.0,0.0,4.38,3484
0.0,0.0,0.0,0.0,0.0,4.16,3485
0.0,0.0,0.0,0.0,0.0,3.99,3486
0.0,0.0,0.0,0.0,0.0,3.88,3487
0.0,0.0,0.0,0.0,0.0,3.83,3488
